store_id,sku_id,stock_level,lead_time_days
STORE_001,SKU_106,10,6
STORE_001,SKU_107,4,9
STORE_001,SKU_108,10,3
STORE_001,SKU_109,17,5
STORE_001,SKU_110,22,7
STORE_001,SKU_111,15,5
STORE_001,SKU_112,24,3
STORE_001,SKU_113,11,10
STORE_001,SKU_114,18,3
STORE_001,SKU_115,16,10
STORE_001,SKU_116,9,10
STORE_001,SKU_117,4,10
STORE_001,SKU_118,15,8
STORE_001,SKU_119,7,2
STORE_001,SKU_120,8,3
STORE_001,SKU_121,18,4
STORE_001,SKU_122,24,7
STORE_001,SKU_123,24,3
STORE_001,SKU_124,18,4
STORE_001,SKU_125,20,2
STORE_001,SKU_126,15,10
STORE_001,SKU_127,22,7
STORE_001,SKU_128,12,2
STORE_001,SKU_129,17,5
STORE_001,SKU_130,7,9
STORE_001,SKU_131,17,9
STORE_001,SKU_132,14,4
STORE_001,SKU_133,11,7
STORE_001,SKU_134,16,8
STORE_001,SKU_135,14,8
STORE_001,SKU_136,15,10
STORE_001,SKU_137,15,6
STORE_001,SKU_138,19,5
STORE_001,SKU_139,23,2
STORE_001,SKU_140,18,8
STORE_001,SKU_141,21,3
STORE_001,SKU_142,13,2
STORE_001,SKU_143,12,3
STORE_001,SKU_144,23,9
STORE_001,SKU_145,7,5
STORE_001,SKU_146,10,5
STORE_001,SKU_147,20,6
STORE_001,SKU_148,23,6
STORE_001,SKU_149,25,9
STORE_001,SKU_150,18,7
STORE_001,SKU_151,14,4
STORE_001,SKU_152,22,6
STORE_001,SKU_153,17,8
STORE_001,SKU_154,22,6
STORE_001,SKU_155,25,4
STORE_001,SKU_156,22,4
STORE_001,SKU_157,11,2
STORE_001,SKU_158,14,3
STORE_001,SKU_159,21,7
STORE_001,SKU_160,25,9
STORE_001,SKU_161,18,2
STORE_001,SKU_162,22,2
STORE_001,SKU_163,10,10
STORE_001,SKU_164,18,7
STORE_001,SKU_165,18,8
STORE_001,SKU_166,24,6
STORE_001,SKU_167,16,3
STORE_001,SKU_168,26,2
STORE_001,SKU_169,22,8
STORE_001,SKU_170,18,5
STORE_001,SKU_171,22,2
STORE_001,SKU_172,12,4
STORE_001,SKU_173,9,8
STORE_001,SKU_174,16,8
STORE_001,SKU_175,9,10
STORE_001,SKU_176,18,5
STORE_001,SKU_177,22,7
STORE_001,SKU_178,29,9
STORE_001,SKU_179,22,8
STORE_001,SKU_180,31,3
STORE_001,SKU_181,7,6
STORE_001,SKU_182,15,8
STORE_001,SKU_183,12,2
STORE_001,SKU_184,20,3
STORE_001,SKU_185,21,9
STORE_001,SKU_186,10,7
STORE_001,SKU_187,20,8
STORE_001,SKU_188,21,3
STORE_001,SKU_189,19,8
STORE_001,SKU_190,16,6
STORE_001,SKU_191,12,8
STORE_001,SKU_192,22,3
STORE_001,SKU_193,24,5
STORE_001,SKU_194,15,2
STORE_001,SKU_195,22,7
STORE_001,SKU_196,17,6
STORE_001,SKU_197,29,7
STORE_001,SKU_198,16,9
STORE_001,SKU_199,18,8
STORE_001,SKU_200,12,10
STORE_002,SKU_001,19,9
STORE_002,SKU_002,14,8
STORE_002,SKU_003,18,5
STORE_002,SKU_004,28,8
STORE_002,SKU_005,27,8
STORE_002,SKU_006,24,10
STORE_002,SKU_007,17,4
STORE_002,SKU_008,22,7
STORE_002,SKU_009,6,6
STORE_002,SKU_010,23,9
STORE_002,SKU_011,15,7
STORE_002,SKU_012,21,8
STORE_002,SKU_013,17,6
STORE_002,SKU_014,27,7
STORE_002,SKU_015,20,7
STORE_002,SKU_016,9,2
STORE_002,SKU_017,24,5
STORE_002,SKU_018,23,10
STORE_002,SKU_019,24,4
STORE_002,SKU_020,32,8
STORE_002,SKU_021,28,8
STORE_002,SKU_022,9,6
STORE_002,SKU_023,19,7
STORE_002,SKU_024,13,6
STORE_002,SKU_025,19,8
STORE_002,SKU_026,21,7
STORE_002,SKU_027,13,3
STORE_002,SKU_028,17,6
STORE_002,SKU_029,8,10
STORE_002,SKU_030,18,8
STORE_002,SKU_031,12,10
STORE_002,SKU_032,16,4
STORE_002,SKU_033,9,7
STORE_002,SKU_034,18,8
STORE_002,SKU_035,22,8
STORE_002,SKU_036,14,2
STORE_002,SKU_037,17,5
STORE_002,SKU_038,19,10
STORE_002,SKU_039,22,10
STORE_002,SKU_040,23,10
STORE_002,SKU_041,14,6
STORE_002,SKU_042,19,3
STORE_002,SKU_043,6,7
STORE_002,SKU_044,8,5
STORE_002,SKU_045,14,10
STORE_002,SKU_046,22,7
STORE_002,SKU_047,17,10
STORE_002,SKU_048,2,6
STORE_002,SKU_049,11,7
STORE_002,SKU_050,30,4
STORE_002,SKU_051,27,9
STORE_002,SKU_052,27,10
STORE_002,SKU_053,25,7
STORE_002,SKU_054,17,3
STORE_002,SKU_055,16,9
STORE_002,SKU_056,20,10
STORE_002,SKU_057,27,2
STORE_002,SKU_058,20,2
STORE_002,SKU_059,15,2
STORE_002,SKU_060,17,4
STORE_002,SKU_061,17,6
STORE_002,SKU_062,15,2
STORE_002,SKU_063,22,8
STORE_002,SKU_064,9,9
STORE_002,SKU_065,11,10
STORE_002,SKU_066,15,3
STORE_002,SKU_067,9,5
STORE_002,SKU_068,9,7
STORE_002,SKU_069,21,4
STORE_002,SKU_070,6,4
STORE_002,SKU_071,17,8
STORE_002,SKU_072,11,4
STORE_002,SKU_073,25,8
STORE_002,SKU_074,12,3
STORE_002,SKU_075,22,2
STORE_002,SKU_076,16,8
STORE_002,SKU_077,22,9
STORE_002,SKU_078,23,3
STORE_002,SKU_079,6,8
STORE_002,SKU_080,15,9
STORE_002,SKU_081,7,2
STORE_002,SKU_082,9,8
STORE_002,SKU_083,24,8
STORE_002,SKU_084,12,6
STORE_002,SKU_085,15,4
STORE_002,SKU_086,16,6
STORE_002,SKU_087,12,3
STORE_002,SKU_088,9,6
STORE_002,SKU_089,12,2
STORE_002,SKU_090,23,4
STORE_002,SKU_091,10,2
STORE_002,SKU_092,9,6
STORE_002,SKU_093,19,2
STORE_002,SKU_094,25,4
STORE_002,SKU_095,9,5
STORE_002,SKU_096,12,2
STORE_002,SKU_097,14,4
STORE_002,SKU_098,22,5
STORE_002,SKU_099,18,6
STORE_002,SKU_100,20,10
STORE_002,SKU_101,8,8
STORE_002,SKU_102,21,7
STORE_002,SKU_103,9,7
STORE_002,SKU_104,18,5
STORE_002,SKU_105,25,5
STORE_002,SKU_106,17,2
STORE_002,SKU_107,4,7
STORE_002,SKU_108,14,3
STORE_002,SKU_109,26,9
STORE_002,SKU_110,6,2
STORE_002,SKU_111,20,9
STORE_002,SKU_112,18,8
STORE_002,SKU_113,15,8
STORE_002,SKU_114,13,7
STORE_002,SKU_115,24,6
STORE_002,SKU_116,10,3
STORE_002,SKU_117,14,9
STORE_002,SKU_118,22,5
STORE_002,SKU_119,17,3
STORE_002,SKU_120,13,2
STORE_002,SKU_121,12,5
STORE_002,SKU_122,8,6
STORE_002,SKU_123,19,9
STORE_002,SKU_124,9,4
STORE_002,SKU_125,12,4
STORE_002,SKU_126,5,6
STORE_002,SKU_127,11,9
STORE_002,SKU_128,9,2
STORE_002,SKU_129,16,8
STORE_002,SKU_130,18,4
STORE_002,SKU_131,13,6
STORE_002,SKU_132,14,6
STORE_002,SKU_133,18,2
STORE_002,SKU_134,13,8
STORE_002,SKU_135,22,10
STORE_002,SKU_136,22,10
STORE_002,SKU_137,20,8
STORE_002,SKU_138,14,5
STORE_002,SKU_139,24,10
STORE_002,SKU_140,22,3
STORE_002,SKU_141,27,10
STORE_002,SKU_142,17,7
STORE_002,SKU_143,17,7
STORE_002,SKU_144,17,5
STORE_002,SKU_145,14,9
STORE_002,SKU_146,10,5
STORE_002,SKU_147,16,7
STORE_002,SKU_148,12,7
STORE_002,SKU_149,9,3
STORE_002,SKU_150,18,3
STORE_002,SKU_151,10,4
STORE_002,SKU_152,25,4
STORE_002,SKU_153,15,8
STORE_002,SKU_154,14,2
STORE_002,SKU_155,15,7
STORE_002,SKU_156,18,9
STORE_002,SKU_157,14,7
STORE_002,SKU_158,6,7
STORE_002,SKU_159,13,5
STORE_002,SKU_160,10,2
STORE_002,SKU_161,24,4
STORE_002,SKU_162,23,10
STORE_002,SKU_163,13,4
STORE_002,SKU_164,17,2
STORE_002,SKU_165,8,7
STORE_002,SKU_166,16,10
STORE_002,SKU_167,25,2
STORE_002,SKU_168,28,4
STORE_002,SKU_169,12,5
STORE_002,SKU_170,24,6
STORE_002,SKU_171,9,8
STORE_002,SKU_172,15,2
STORE_002,SKU_173,21,5
STORE_002,SKU_174,10,6
STORE_002,SKU_175,17,8
STORE_002,SKU_176,20,3
STORE_002,SKU_177,19,7
STORE_002,SKU_178,20,9
STORE_002,SKU_179,17,2
STORE_002,SKU_180,21,7
STORE_002,SKU_181,11,8
STORE_002,SKU_182,28,5
STORE_002,SKU_183,21,2
STORE_002,SKU_184,11,4
STORE_002,SKU_185,11,8
STORE_002,SKU_186,25,4
STORE_002,SKU_187,9,8
STORE_002,SKU_188,21,10
STORE_002,SKU_189,18,3
STORE_002,SKU_190,10,3
STORE_002,SKU_191,20,8
STORE_002,SKU_192,22,9
STORE_002,SKU_193,19,4
STORE_002,SKU_194,15,5
STORE_002,SKU_195,23,2
STORE_002,SKU_196,19,9
STORE_002,SKU_197,17,9
STORE_002,SKU_198,8,5
STORE_002,SKU_199,23,10
STORE_002,SKU_200,10,3
STORE_003,SKU_001,20,10
STORE_003,SKU_002,13,2
STORE_003,SKU_003,8,7
STORE_003,SKU_004,23,10
STORE_003,SKU_005,15,5
STORE_003,SKU_006,26,4
STORE_003,SKU_007,25,7
STORE_003,SKU_008,15,2
STORE_003,SKU_009,9,5
STORE_003,SKU_010,27,8
STORE_003,SKU_011,30,4
STORE_003,SKU_012,21,6
STORE_003,SKU_013,28,8
STORE_003,SKU_014,18,9
STORE_003,SKU_015,27,3
STORE_003,SKU_016,20,10
STORE_003,SKU_017,14,9
STORE_003,SKU_018,20,6
STORE_003,SKU_019,24,5
STORE_003,SKU_020,17,8
STORE_003,SKU_021,15,9
STORE_003,SKU_022,18,8
STORE_003,SKU_023,20,7
STORE_003,SKU_024,34,7
STORE_003,SKU_025,9,6
STORE_003,SKU_026,16,10
STORE_003,SKU_027,7,5
STORE_003,SKU_028,21,7
STORE_003,SKU_029,15,9
STORE_003,SKU_030,17,9
STORE_003,SKU_031,25,10
STORE_003,SKU_032,15,4
STORE_003,SKU_033,21,4
STORE_003,SKU_034,22,7
STORE_003,SKU_035,8,2
STORE_003,SKU_036,14,4
STORE_003,SKU_037,19,8
STORE_003,SKU_038,19,2
STORE_003,SKU_039,24,2
STORE_003,SKU_040,9,2
STORE_003,SKU_041,14,4
STORE_003,SKU_042,16,4
STORE_003,SKU_043,9,9
STORE_003,SKU_044,11,7
STORE_003,SKU_045,12,8
STORE_003,SKU_046,14,5
STORE_003,SKU_047,19,3
STORE_003,SKU_048,17,6
STORE_003,SKU_049,17,2
STORE_003,SKU_050,20,8
STORE_003,SKU_051,28,4
STORE_003,SKU_052,15,6
STORE_003,SKU_053,23,4
STORE_003,SKU_054,9,6
STORE_003,SKU_055,14,5
STORE_003,SKU_056,24,8
STORE_003,SKU_057,24,5
STORE_003,SKU_058,10,2
STORE_003,SKU_059,15,4
STORE_003,SKU_060,16,6
STORE_003,SKU_061,20,9
STORE_003,SKU_062,7,6
STORE_003,SKU_063,28,3
STORE_003,SKU_064,7,4
STORE_003,SKU_065,15,3
STORE_003,SKU_066,13,8
STORE_003,SKU_067,24,9
STORE_003,SKU_068,18,4
STORE_003,SKU_069,20,9
STORE_003,SKU_070,19,7
STORE_003,SKU_071,34,9
STORE_003,SKU_072,12,3
STORE_003,SKU_073,15,10
STORE_003,SKU_074,14,8
STORE_003,SKU_075,24,4
STORE_003,SKU_076,12,10
STORE_003,SKU_077,14,9
STORE_003,SKU_078,18,2
STORE_003,SKU_079,16,8
STORE_003,SKU_080,20,9
STORE_003,SKU_081,22,3
STORE_003,SKU_082,18,8
STORE_003,SKU_083,3,3
STORE_003,SKU_084,22,9
STORE_003,SKU_085,17,9
STORE_003,SKU_086,31,7
STORE_003,SKU_087,10,2
STORE_003,SKU_088,22,10
STORE_003,SKU_089,13,9
STORE_003,SKU_090,22,5
STORE_003,SKU_091,12,9
STORE_003,SKU_092,20,2
STORE_003,SKU_093,12,9
STORE_003,SKU_094,26,9
STORE_003,SKU_095,18,3
STORE_003,SKU_096,25,10
STORE_003,SKU_097,18,6
STORE_003,SKU_098,21,4
STORE_003,SKU_099,20,10
STORE_003,SKU_100,22,5
STORE_003,SKU_101,25,4
STORE_003,SKU_102,23,3
STORE_003,SKU_103,22,10
STORE_003,SKU_104,14,2
STORE_003,SKU_105,8,5
STORE_003,SKU_106,12,4
STORE_003,SKU_107,3,7
STORE_003,SKU_108,7,10
STORE_003,SKU_109,17,2
STORE_003,SKU_110,17,10
STORE_003,SKU_111,9,9
STORE_003,SKU_112,26,10
STORE_003,SKU_113,22,4
STORE_003,SKU_114,7,8
STORE_003,SKU_115,19,4
STORE_003,SKU_116,14,7
STORE_003,SKU_117,5,7
STORE_003,SKU_118,24,9
STORE_003,SKU_119,13,4
STORE_003,SKU_120,22,10
STORE_003,SKU_121,13,5
STORE_003,SKU_122,16,5
STORE_003,SKU_123,13,3
STORE_003,SKU_124,19,2
STORE_003,SKU_125,23,6
STORE_003,SKU_126,11,10
STORE_003,SKU_127,21,5
STORE_003,SKU_128,16,4
STORE_003,SKU_129,17,5
STORE_003,SKU_130,19,3
STORE_003,SKU_131,13,2
STORE_003,SKU_132,11,6
STORE_003,SKU_133,12,8
STORE_003,SKU_134,24,8
STORE_003,SKU_135,8,10
STORE_003,SKU_136,13,2
STORE_003,SKU_137,13,6
STORE_003,SKU_138,19,9
STORE_003,SKU_139,11,9
STORE_003,SKU_140,20,8
STORE_003,SKU_141,28,7
STORE_003,SKU_142,13,3
STORE_003,SKU_143,17,10
STORE_003,SKU_144,22,5
STORE_003,SKU_145,15,4
STORE_003,SKU_146,13,5
STORE_003,SKU_147,10,10
STORE_003,SKU_148,17,6
STORE_003,SKU_149,15,9
STORE_003,SKU_150,17,3
STORE_003,SKU_151,16,7
STORE_003,SKU_152,21,4
STORE_003,SKU_153,18,2
STORE_003,SKU_154,21,6
STORE_003,SKU_155,14,9
STORE_003,SKU_156,21,9
STORE_003,SKU_157,6,6
STORE_003,SKU_158,17,3
STORE_003,SKU_159,7,8
STORE_003,SKU_160,11,10
STORE_003,SKU_161,26,8
STORE_003,SKU_162,18,9
STORE_003,SKU_163,11,5
STORE_003,SKU_164,30,4
STORE_003,SKU_165,14,9
STORE_003,SKU_166,22,5
STORE_003,SKU_167,16,2
STORE_003,SKU_168,25,9
STORE_003,SKU_169,15,3
STORE_003,SKU_170,16,8
STORE_003,SKU_171,12,10
STORE_003,SKU_172,19,7
STORE_003,SKU_173,12,10
STORE_003,SKU_174,19,3
STORE_003,SKU_175,10,4
STORE_003,SKU_176,21,8
STORE_003,SKU_177,21,9
STORE_003,SKU_178,27,2
STORE_003,SKU_179,10,4
STORE_003,SKU_180,18,4
STORE_003,SKU_181,16,2
STORE_003,SKU_182,20,9
STORE_003,SKU_183,20,4
STORE_003,SKU_184,22,4
STORE_003,SKU_185,17,5
STORE_003,SKU_186,17,2
STORE_003,SKU_187,22,4
STORE_003,SKU_188,8,10
STORE_003,SKU_189,10,10
STORE_003,SKU_190,28,10
STORE_003,SKU_191,23,5
STORE_003,SKU_192,10,8
STORE_003,SKU_193,16,3
STORE_003,SKU_194,27,6
STORE_003,SKU_195,8,10
STORE_003,SKU_196,20,7
STORE_003,SKU_197,14,8
STORE_003,SKU_198,19,7
STORE_003,SKU_199,21,8
STORE_003,SKU_200,22,6
STORE_004,SKU_001,29,4
STORE_004,SKU_002,13,3
STORE_004,SKU_003,26,10
STORE_004,SKU_004,7,3
STORE_004,SKU_005,25,3
STORE_004,SKU_006,20,3
STORE_004,SKU_007,20,2
STORE_004,SKU_008,25,2
STORE_004,SKU_009,20,5
STORE_004,SKU_010,24,4
STORE_004,SKU_011,10,4
STORE_004,SKU_012,20,8
STORE_004,SKU_013,14,3
STORE_004,SKU_014,24,7
STORE_004,SKU_015,14,9
STORE_004,SKU_016,18,4
STORE_004,SKU_017,18,10
STORE_004,SKU_018,18,10
STORE_004,SKU_019,27,5
STORE_004,SKU_020,29,2
STORE_004,SKU_021,8,8
STORE_004,SKU_022,21,8
STORE_004,SKU_023,13,6
STORE_004,SKU_024,23,7
STORE_004,SKU_025,24,7
STORE_004,SKU_026,13,4
STORE_004,SKU_027,10,5
STORE_004,SKU_028,14,5
STORE_004,SKU_029,7,3
STORE_004,SKU_030,18,9
STORE_004,SKU_031,29,6
STORE_004,SKU_032,15,8
STORE_004,SKU_033,11,10
STORE_004,SKU_034,13,10
STORE_004,SKU_035,12,9
STORE_004,SKU_036,23,2
STORE_004,SKU_037,27,3
STORE_004,SKU_038,15,4
STORE_004,SKU_039,23,7
STORE_004,SKU_040,17,5
STORE_004,SKU_041,19,6
STORE_004,SKU_042,8,5
STORE_004,SKU_043,15,8
STORE_004,SKU_044,19,2
STORE_004,SKU_045,11,10
STORE_004,SKU_046,23,10
STORE_004,SKU_047,16,2
STORE_004,SKU_048,5,9
STORE_004,SKU_049,20,10
STORE_004,SKU_050,23,3
STORE_004,SKU_051,21,10
STORE_004,SKU_052,19,10
STORE_004,SKU_053,24,6
STORE_004,SKU_054,20,7
STORE_004,SKU_055,31,3
STORE_004,SKU_056,14,7
STORE_004,SKU_057,27,8
STORE_004,SKU_058,26,8
STORE_004,SKU_059,5,5
STORE_004,SKU_060,11,8
STORE_004,SKU_061,21,10
STORE_004,SKU_062,7,3
STORE_004,SKU_063,16,8
STORE_004,SKU_064,14,9
STORE_004,SKU_065,9,2
STORE_004,SKU_066,25,9
STORE_004,SKU_067,27,4
STORE_004,SKU_068,28,8
STORE_004,SKU_069,17,3
STORE_004,SKU_070,22,6
STORE_004,SKU_071,11,10
STORE_004,SKU_072,25,10
STORE_004,SKU_073,21,2
STORE_004,SKU_074,13,2
STORE_004,SKU_075,21,8
STORE_004,SKU_076,21,8
STORE_004,SKU_077,22,5
STORE_004,SKU_078,19,8
STORE_004,SKU_079,4,6
STORE_004,SKU_080,29,6
STORE_004,SKU_081,8,4
STORE_004,SKU_082,18,3
STORE_004,SKU_083,20,2
STORE_004,SKU_084,8,9
STORE_004,SKU_085,19,9
STORE_004,SKU_086,25,3
STORE_004,SKU_087,15,3
STORE_004,SKU_088,17,8
STORE_004,SKU_089,20,9
STORE_004,SKU_090,21,3
STORE_004,SKU_091,21,7
STORE_004,SKU_092,14,6
STORE_004,SKU_093,17,7
STORE_004,SKU_094,18,5
STORE_004,SKU_095,15,6
STORE_004,SKU_096,11,2
STORE_004,SKU_097,25,3
STORE_004,SKU_098,6,7
STORE_004,SKU_099,9,10
STORE_004,SKU_100,16,7
STORE_004,SKU_101,12,8
STORE_004,SKU_102,8,9
STORE_004,SKU_103,24,5
STORE_004,SKU_104,23,9
STORE_004,SKU_105,19,3
STORE_004,SKU_106,16,10
STORE_004,SKU_107,15,4
STORE_004,SKU_108,11,7
STORE_004,SKU_109,27,5
STORE_004,SKU_110,18,7
STORE_004,SKU_111,14,3
STORE_004,SKU_112,10,2
STORE_004,SKU_113,12,3
STORE_004,SKU_114,22,9
STORE_004,SKU_115,12,3
STORE_004,SKU_116,23,3
STORE_004,SKU_117,16,10
STORE_004,SKU_118,18,10
STORE_004,SKU_119,8,5
STORE_004,SKU_120,15,5
STORE_004,SKU_121,20,4
STORE_004,SKU_122,14,9
STORE_004,SKU_123,11,10
STORE_004,SKU_124,18,10
STORE_004,SKU_125,20,7
STORE_004,SKU_126,15,5
STORE_004,SKU_127,19,7
STORE_004,SKU_128,12,2
STORE_004,SKU_129,14,6
STORE_004,SKU_130,15,7
STORE_004,SKU_131,10,3
STORE_004,SKU_132,16,4
STORE_004,SKU_133,9,5
STORE_004,SKU_134,21,5
STORE_004,SKU_135,15,9
STORE_004,SKU_136,19,2
STORE_004,SKU_137,16,7
STORE_004,SKU_138,14,2
STORE_004,SKU_139,6,7
STORE_004,SKU_140,20,4
STORE_004,SKU_141,33,10
STORE_004,SKU_142,14,8
STORE_004,SKU_143,9,9
STORE_004,SKU_144,24,3
STORE_004,SKU_145,13,4
STORE_004,SKU_146,24,8
STORE_004,SKU_147,23,5
STORE_004,SKU_148,19,3
STORE_004,SKU_149,28,7
STORE_004,SKU_150,19,2
STORE_004,SKU_151,18,4
STORE_004,SKU_152,11,7
STORE_004,SKU_153,9,5
STORE_004,SKU_154,19,3
STORE_004,SKU_155,8,7
STORE_004,SKU_156,19,10
STORE_004,SKU_157,13,2
STORE_004,SKU_158,11,6
STORE_004,SKU_159,13,6
STORE_004,SKU_160,8,3
STORE_004,SKU_161,26,3
STORE_004,SKU_162,21,5
STORE_004,SKU_163,23,9
STORE_004,SKU_164,23,10
STORE_004,SKU_165,12,7
STORE_004,SKU_166,14,7
STORE_004,SKU_167,19,5
STORE_004,SKU_168,13,8
STORE_004,SKU_169,20,4
STORE_004,SKU_170,18,3
STORE_004,SKU_171,20,8
STORE_004,SKU_172,23,6
STORE_004,SKU_173,16,5
STORE_004,SKU_174,20,4
STORE_004,SKU_175,22,4
STORE_004,SKU_176,13,4
STORE_004,SKU_177,17,8
STORE_004,SKU_178,17,4
STORE_004,SKU_179,11,2
STORE_004,SKU_180,24,5
STORE_004,SKU_181,22,3
STORE_004,SKU_182,22,7
STORE_004,SKU_183,26,4
STORE_004,SKU_184,9,8
STORE_004,SKU_185,18,5
STORE_004,SKU_186,22,9
STORE_004,SKU_187,21,8
STORE_004,SKU_188,24,8
STORE_004,SKU_189,27,9
STORE_004,SKU_190,20,2
STORE_004,SKU_191,14,5
STORE_004,SKU_192,17,6
STORE_004,SKU_193,16,2
STORE_004,SKU_194,26,3
STORE_004,SKU_195,11,8
STORE_004,SKU_196,13,4
STORE_004,SKU_197,28,3
STORE_004,SKU_198,12,3
STORE_004,SKU_199,17,3
STORE_004,SKU_200,18,8
STORE_005,SKU_001,17,4
STORE_005,SKU_002,8,8
STORE_005,SKU_003,20,4
STORE_005,SKU_004,7,6
STORE_005,SKU_005,27,10
STORE_005,SKU_006,21,5
STORE_005,SKU_007,26,3
STORE_005,SKU_008,13,10
STORE_005,SKU_009,7,2
STORE_005,SKU_010,8,6
STORE_005,SKU_011,9,8
STORE_005,SKU_012,16,10
STORE_005,SKU_013,23,2
STORE_005,SKU_014,20,8
STORE_005,SKU_015,13,6
STORE_005,SKU_016,12,7
STORE_005,SKU_017,22,2
STORE_005,SKU_018,16,9
STORE_005,SKU_019,21,6
STORE_005,SKU_020,24,10
STORE_005,SKU_021,19,6
STORE_005,SKU_022,3,9
STORE_005,SKU_023,21,8
STORE_005,SKU_024,19,2
STORE_005,SKU_025,8,6
STORE_005,SKU_026,19,2
STORE_005,SKU_027,15,8
STORE_005,SKU_028,17,7
STORE_005,SKU_029,12,9
STORE_005,SKU_030,29,9
STORE_005,SKU_031,14,7
STORE_005,SKU_032,18,7
STORE_005,SKU_033,4,7
STORE_005,SKU_034,20,8
STORE_005,SKU_035,19,7
STORE_005,SKU_036,11,9
STORE_005,SKU_037,19,5
STORE_005,SKU_038,15,2
STORE_005,SKU_039,6,9
STORE_005,SKU_040,20,10
STORE_005,SKU_041,10,10
STORE_005,SKU_042,19,8
STORE_005,SKU_043,1,3
STORE_005,SKU_044,11,10
STORE_005,SKU_045,12,5
STORE_005,SKU_046,19,6
STORE_005,SKU_047,15,6
STORE_005,SKU_048,4,2
STORE_005,SKU_049,19,10
STORE_005,SKU_050,18,5
STORE_005,SKU_051,16,10
STORE_005,SKU_052,5,9
STORE_005,SKU_053,7,3
STORE_005,SKU_054,25,7
STORE_005,SKU_055,15,9
STORE_005,SKU_056,9,9
STORE_005,SKU_057,33,9
STORE_005,SKU_058,16,7
STORE_005,SKU_059,11,7
STORE_005,SKU_060,14,9
STORE_005,SKU_061,24,4
STORE_005,SKU_062,14,10
STORE_005,SKU_063,21,10
STORE_005,SKU_064,20,8
STORE_005,SKU_065,12,10
STORE_005,SKU_066,14,7
STORE_005,SKU_067,27,7
STORE_005,SKU_068,9,9
STORE_005,SKU_069,28,7
STORE_005,SKU_070,21,8
STORE_005,SKU_071,29,7
STORE_005,SKU_072,16,3
